stadium_id,stadium_name,city,field_type,country_name
1275,ALUSTIZA (H.A.),Getaria,Hierba Artificial,
1278,ARGIXAO (H.A.),Zumarraga,Hierba Artificial,
1281,AZKOAGAIN (H.A.),Oñati,Hierba Artificial,
1282,ASTI - TXIKI (H.A.),Zarautz,Hierba Artificial,
1301,MICHELIN (H.A.),Madrid,Hierba Artificial,
1304,ONDARTZA-ANEXO (H.A.),Donostia / San Sebastián,Hierba Artificial,
1305,SAN JOSE OBRERO (H.A.),Cartagena,Hierba Artificial,
1317,ALTAMIRA-ANEXO (H.A.),Ordizia,Hierba Artificial,
1338,KARLA LEKUONA (H.A.),Ugaldetxo,Hierba Artificial,
1340,ZUBIETA (H.A.),Zubieta,Hierba Artificial,
30,ZARAMAGA,Vitoria-Gasteiz,"Hierba Artificial Árbitro: FIDALGO LÓPEZ, MARCO",
34,SANSOMENDI-2,Vitoria-Gasteiz,"Hierba Artificial Árbitro: EL KHATTABI ., NEZZAR",
35,SAN MARTIN,Vitoria-Gasteiz,"Hierba Artificial Árbitro: KHAYATI MEZZI, AYYOUB",
70,OLARANBE Nº 2,Vitoria-Gasteiz,Hierba Natural,
175,LA VITORIANA-1,Vitoria-Gasteiz,"Hierba Artificial Árbitro: MEDIAVILLA PONCE DE LEON, NICOLÁS",
1731,GARMENDIPE-ANEXO (H.A.),Azpeitia,Hierba Artificial,
1965,ZUBIETA Z5 (H.A.),Donostia / San Sebastián,Hierba Artificial,
3295,J.L.COMPAÑON 2 (H.A.),Madrid,"Hierba Artificial Árbitro: CARRASCO SAENZ, JON",
4158,LARREA,Larrea,Hierba Artificial,
4171,IBARRETA,Madrid,Hierba Artificial,
4175,SAN MIGUEL,San Miguel,Hierba Artificial,
4182,SALINILLAS,Gatzaga Buradon,Hierba Artificial,
4201,SANTA BARBARA,Santa Bàrbara,Hierba Artificial,
4263,IPARRALDE,Madrid,Hierba Artificial,
4355,ASTOLA 2,Abadiño-Zelaieta,Hierba Artificial,
4360,URBIETA 2 - Gernika,Gernika-Lumo,Hierba Artificial,
4,ARIZNABARRA,Vitoria-Gasteiz,Hierba Artificial,
5,LAKUA-ARRIAGA,Vitoria-Gasteiz,"Hierba Artificial Árbitro: CARRASCO SAENZ, JON",
9,EL SALVADOR Nº 2,Vitoria-Gasteiz,"Hierba Artificial Árbitro: BECI EGUIA, ENEKO",
33,SANSOMENDI-1,Vitoria-Gasteiz,"Hierba Artificial Árbitro: ACHLOUCH LAMARTI, OMAR",
37,ADURTZABAL,Vitoria-Gasteiz,"Hierba Artificial Árbitro: ESPINO IBÁÑEZ, EDER",
68,BETOÑO Nº 2,Vitoria-Gasteiz,Hierba Artificial,
71,OLARANBE Nº 3,Vitoria-Gasteiz,"Hierba Artificial Árbitro: ETHALI CHEIKH-HELLA, CHEIKH",
79,MARIANISTAS,Mariana,"Hierba Artificial Árbitro: JIMÉNEZ LÓPEZ, PABLO",
176,LA VITORIANA-2,Vitoria-Gasteiz,"Hierba Artificial Árbitro: AMEUR MANAA, YASSIN",
196,OLARANBE Nº 4,Vitoria-Gasteiz,"Hierba Artificial Árbitro: ORTIZ DE ELGUEA CAMPILLO, MARTÍN",
1272,AITA MARI (H.A),Donostia / San Sebastián,Hierba Artificial,
1284,BERAUN (H.A.),Errenteria,Hierba Artificial,
1285,BERIO (H.A.),Donostia / San Sebastián,Hierba Artificial,
1289,FANDERIA,Errenteria,Hierba Artificial,
1290,GAL (H.A.),Madrid,Hierba Artificial,
1294,IBARRA (H.A.),Berrobi,Hierba Artificial,
1298,LA SALLE (H.A.),Irun,Hierba Artificial,
1300,MATIGOXOTEGI (H.A.),Donostia / San Sebastián,Hierba Artificial,
1302,MINTXETA (H.A.),Elgoibar,Hierba Artificial,
1313,USABAL (H.A.),Usabal,Hierba Artificial,
1316,ZUBIPE,Hernani,Hierba Artificial,
1322,ARRATZAIN (H.A.),Usurbil,Hierba Artificial,
1326,ELBARRENA (H.A.),Zizurkil,Hierba Artificial,
1337,REZOLA (H.A.),Astigarraga,Hierba Artificial,
1391,OLARANBE (H.A.),Vitoria-Gasteiz,Hierba Artificial,
1473,LEZAMA (H.A.),Goitioltza,Hierba Artificial,
1558,FÉLIX GARÍN,Donostia / San Sebastián,Hierba Artificial,
1895,SAN JUAN,San Juan,Hierba Artificial,
1897,UBITARTE (H.A.),Andoain,Hierba Artificial,
1898,PUIO,Donostia / San Sebastián,Hierba Artificial,
1964,ZUBIETA Z4 (H.A.),Zubieta,Hierba Artificial,
3155,J.L.COMPAÑON 4 (H.A.),Madrid,Hierba Artificial,
3159,TABIRA,Durango,Hierba Artificial,
3169,MALLONA 1,Bilbao,Hierba Artificial,
3326,POL. REKALDE (EL FANGO),Bilbao,,
3389,C.D.SAN VICENTE,San Vicente,Hierba Artificial,
4149,ASTOLA 1,Abadiño-Zelaieta,Hierba Artificial,
4167,LA SIEBE,San Vicente de Barakaldo,Hierba Artificial,
4173,SOLOARTE,Elexalde Ispaster / Ispaster-Elexalde,Hierba Artificial,
4179,MAIONA A,La Mallona,Hierba Artificial,
4185,AITXARTE,Bilbao,Hierba Artificial,
4208,GOBELA,Areeta / Las Arenas,Hierba Artificial,
4218,SARRIENA 1,Sarriena,Hierba Artificial,
4229,LEGARDA,Legarda,Hierba Artificial,
4236,SAN JORGE,Sant Jordi,Hierba Artificial,
4246,URKO-LARRABASTERRA 1,Ugeraga,Hierba Artificial,
4256,URBIETA-IGORRE,Igorre,Hierba Artificial,
4260,TXOLON,Amorebieta,Hierba Artificial,
4269,BOLUE 3,Algorta,Hierba Artificial,
4273,LOS LLANOS,Pozo de la Peña,Hierba Artificial,
4292,ARTUNDUAGA 2,Basauri,Hierba Artificial,
4363,SARRIENA 3,Sarriena,Hierba Artificial,
4367,LEZAMA 4,Madrid,Hierba Artificial,
4394,P.M. ZORROZA,Bilbao,Hierba Artificial,
4413,SAN LORENZO,Córdoba,Hierba Artificial,
4416,IPARRALDE-URDULIZ,Elortza,Hierba Artificial,
4623,LA ROSETA,La Rosetas,Hierba Artificial,
4715,LEZAMA 7,Madrid,Hierba Artificial,
4853,LEZAMA 8,Madrid,Hierba Artificial,
5105,"MALLONA ""A""",La Mallona,Hierba Artificial,
5162,SAN MIGUEL BASAURI,Basauri,Hierba Artificial,
6033954,CIUDAD DEPORTIVA R.Z. - 1,Madrid,"Hierba Artificial Árbitro: GARCIA REYES, IGNACIO",
3,ARAMBIZKARRA,Vitoria-Gasteiz,"Hierba Artificial Árbitro: LÓPEZ ERRO, VÍCTOR",
1279,ARTIA (H.A.),Madrid,Hierba Artificial,
1280,ASTI FUTBOL ZELAIA,Zarautz,Hierba Natural,
1297,CESAR BENITO (H.A.),Madrid,Hierba Artificial,
1309,TRINTXER (H.A.),Trintxerpe,Hierba Artificial,
1319,ALTAMIRA (H.A.),Ordizia,Hierba Artificial,
1324,BERAZUBI (H.N.),San Blas,Hierba Natural,
1329,GARMENDIPE (H.N.),Azpeitia,Hierba Natural,
1339,ZARKUMENDEGI (H.A.),Astigarraga,Hierba Artificial,
1392,UNBE INFERIOR (H.A.),Madrid,Hierba Artificial,
1668,J.MARI ZAMORA (H.A.),Zamora,Hierba Artificial,
1789,UGALDE-VENTAS (H.A.),Irun,Hierba Artificial,
1812,TABIRA (H.N.),Durango,Hierba Natural,
581898129,Ciudad Deportiva Andrés Iniesta,Albacete,Hierba Artificial,
455940250,Ciudad Dptva. José Manuel Llaneza F-11 Campo 9,Vila-real,Hierba Natural,
488453787,Universidad de Murcia,Murcia,Hierba Artificial,
114276628,Ciudad Dptva. José Manuel Llaneza F-11 Campo 5,Vila-real,Hierba Artificial,
199019750,Municipal de Santiago el Mayor,Murcia,Hierba Artificial,
597300250,Polideportivo Mpal. Altabix F-11 Enrique Cervera,Elche,Hierba Artificial,
693633758,Ciudad Deportiva Antonio Valls,Alicante,Hierba Artificial,
946697990,Estadio Mpal. Francisco Cardona Alboraia F-11,Alboraya,Hierba Artificial,
115935512,Ciudad Dptva. San Vicente del Raspeig-Ramón Asensi,San Vicente Del Raspeig,Hierba Artificial,
652149689,Instalaciones Deportivas Gaetà Huguet,Castellón De La Plana,Campo B - Hierba Artificial,
475562101,Ciudad Dptva. Valencia CF Antonio Puchades,Paterna,Hierba Natural,
340486627,"Campo Municipal ""José Antonio Pérez""",San Pedro Del Pinatar,Hierba Artificial,
793827852,Ciudad Dptva. Elche Jose A. Morante Lico Campo 6,Elche,Hierba Artificial,
669815297,Polideportivo Mpal. Altabix,Elche,Diego Quiles - Hierba Natural,
439146342,Cdad. Dva. José Manuel Llaneza,Vila-real,Mini Estadi,
391779249,Campo Mpal. Javier Marquina A F-11,Castellón De La Plana,Hierba Artificial,
167,MUNICIPAL PALATU,Murgia,"Hierba Artificial Árbitro: MAHNANE TAYEB-BEY, AYMAN",
1966,ZUBIETA Z1 (H.N.),Donostia / San Sebastián,Hierba Natural,
2047,URDANETA H.A.,Urdaneta,Hierba Artificial,
3165,LA FLORIDA,La Florida,Hierba Natural,
4163,LARRATE AZPI,Gatika,Hierba Natural,
4165,LA BALUGA,Baluga,Hierba Natural,
4177,ITXASGANE,Elexalde,Hierba Natural,
4180,ARTXANDA,Bilbao,Hierba Artificial,
4220,ARLONAGUSIA 1,Intzuntza,Hierba Artificial,
4230,ASTIENE,Belako,Hierba Artificial,
4237,SAN JUAN - SANTURTZI,Santurtzi,Hierba Artificial,
4242,HURTADO DE SARATXO,Saratxo,Hierba Artificial,
4266,ARTEAGA,Kanala,Hierba Artificial,
4322,TABIRA PABELLON,Durango,Sintético,
4371,GALINDO 2,Santiponce,Hierba Artificial,
4372,BASOZABAL 2,Belako,Hierba Artificial,
5017,HONDARTZA ANEXO,Madrid,Hierba Artificial,
326644,Ciudad Deportiva Córdoba CF campo 1,Córdoba,Hierba Artificial,
46930695,Diego Mateo Zarra,Madrid,Hierba Artificial,
22,OLARANBE Nº 1,Vitoria-Gasteiz,Hierba Natural,
26,SAN VIATOR,Viator,"Hierba Artificial Árbitro: EL IDRISSI HIDA, MOHAMED",
91,BETOÑO Nº 4 H.NAT.,Vitoria-Gasteiz,"Hierba Natural Árbitro: CIARRUSTA INSAGURBE, ENEKO",
1286,ERROTAZAR (H.A.),Getaria,Hierba Artificial,
1291,GARMENDIPE-ANEXO 2,Azpeitia,Hierba Artificial,
1292,HARANE (H.A.),Madrid,Hierba Artificial,
1311,UNBE SUPERIOR (H.A.),Madrid,Hierba Artificial,
1321,ARIZTI HANDI (H.A.),Lazkao,Hierba Artificial,
1325,IRENE PAREDES (H.A.),Madrid,Hierba Artificial,
1327,ELORRI (H.A.),Elorrio,Hierba Artificial,
1332,LOINAZ (H.A.),Getaria,Hierba Artificial,
1683,MENDIBELTZ (H.A.),Madrid,Hierba Artificial,
1834,MOJATEGI (H.A.),Arrasate / Mondragón,Hierba Artificial,
3151,IBARSUSI,Bilbao,Hierba Artificial,
3542,TXERLOIA,Azkoitia,Hierba Natural,
3721,ZUBIETA Z7 (H.N.),Donostia / San Sebastián,Hierba Natural,
4153,EL MORTUERO,Putxeta,Hierba Artificial,
4168,SERRALTA,Madrid,Hierba Artificial,
4183,P.M. SAN IGNACIO,San Ignacio,Hierba Artificial,
4198,MUNICIPAL A,Madrid,Hierba Artificial,
4204,SAN MIGUEL-GALLARTA,Gallarta,Hierba Artificial,
4207,BOLUE 1,Algorta,Hierba Artificial,
4211,JUAN JOSE MELTXISIDOR,Madrid,Hierba Natural,
4212,M. URESARANSE 1,Urezarantza,Hierba Artificial,
4216,ERREBALE,Larrabetzu,Hierba Artificial,
4219,ASKARTZA CLARET,Sarriena,Hierba Artificial,
4241,GALINDO 1,Pulianas,Hierba Artificial,
4243,EL MALECON,Madrid,Hierba Natural,
4250,LANDABERRI,Atsobakar,Hierba Artificial,
4255,IBAIONDO-OROZKO,Zubiaur,Hierba Artificial,
4268,PENTA,Madrid,Hierba Artificial,
4274,TEODORO ZUAZUA,Ermua,Hierba Artificial,
4284,FADURA,Getxo,Hierba Natural,
4340,LAS LLANAS,Las Llanas,Hierba Natural,
4399,SANTO CRISTO 1,Aldeamayor de San Martín,Hierba Artificial,
5188,BOLUA 3,Getxo,Hierba Artificial,
15,LOS ASTRONOMOS,Vitoria-Gasteiz,"Hierba Artificial Árbitro: RODRIGUEZ ECHANIZ, AITOR",
117844137,Campo Mpal. de la Patacona F-11,Legutio,,
4380,P.M. LASESARRE,San Vicente de Barakaldo,Hierba Artificial,
6033955,CIUDAD DEPORTIVA R.Z. - 2,Madrid,"Hierba Artificial Árbitro: PEREZ TORRES TORRES, MIGUEL ANGEL",
12643241,Estadio de Gran Canaria,Las Palmas de Gran Canaria,Hierba Natural,
16680838,La Espiguera,Melilla,Hierba Artificial,
22715316,AREITIO 2 (HA),Vitoria-Gasteiz,Hierba Artificial,
846286923,Campo Alejandro Martín,Málaga,Hierba Artificial,
669907329,Ciudad Deportiva José Ramón Cisneros,Sevilla,Hierba Natural,
523061935,Municipal San Sebastián de Tomares,Córdoba,Hierba Artificial,
225199668,Ciudad Deportiva Rafael Gordillo A-3 HN,Dos Hermanas,Hierba Natural,
960469800,Ciudad Deportiva El Rosal,Puerto Real,Campo 4 Macarty - Hierba Natural,
541207964,Campo Municipal de Armilla,Armilla,Hierba Artificial,
106876972,Ciudad Deportiva Rafael Gordillo A-4 HN,Dos Hermanas,Hierba Natural,
903779479,Complejo Municipal Malasmañanas,Alcalá De Guadaíra,Hierba Artificial,
819725131,Antonio Bailón,Peligros,Hierba Artificial,
411953886,Campo de Fútbol Francisco Pomedio,Huércal De Almería,Hierba Artificial,
271890599,Campo de Futbol Carlos Sanchez Navarro,Marbella,Hierba Artificial,
424200715,Campo Josemi,Torremolinos,Ciudad de Torremolinos Complejo Dep. Municipal F11 - Hierba Artificial,
967285741,José Benoliel,Ceuta,Hierba Artificial,
950154669,Ciudad Deportiva de Maracena,Maracena,,
910364039,Ciudad Deportiva Jose Ramón Cisneros,Sevilla,Campo 7 - Hierba Artificial,
987078244,Ciudad Deportiva Málaga CF campo 1 HN,Málaga,Hierba Natural,
392060264,Estadio Municipal Los Manantiales,Alhaurín De La Torre,Hierba Artificial,
906726053,Campo de Fútbol José Martínez Pirri,Ceuta,Hierba Artificial,
980993058,C. Dep. Joan Gamper,Sant Joan Despí,Campo 7 - Hierba Natural,
523268511,Son Bibiloni,Palma de Mallorca,Hierba Natural,
890343612,BASE ARAGONESA DE FUTBOL Nº 3 H.A.,Huesca,Hierba Artificial,
567148451,Ciudad Deportiva Dani Jarque,Sant Adrià De Besòs,Hierba Natural,
661460783,ZEM Jaume Tubau,Sant Cugat Del Vallès,Hierba Artificial,
721051808,Ciudad Deportiva Antonio Asensio,Palma de Mallorca,Hierba Natural,
384695688,Camp Municipal de Cornella,Cornellà de Llobregat,Hierba Artificial,
709678115,Ciutat Esportiva,Tarragona,Hierba Artificial,
770884183,CMF Jose Luis Violeta,Zaragoza,Hierba Artificial,
515789321,Ciudad Deportiva CF Damm,Barcelona,Hierba Artificial,
828029472,Campo Sallista -,Inca,,
514580000,Complex Esportiu Olimpia,Sabadell,Hierba Artificial,
190308866,Campo Municipal de Vidreres,Vidreres,Hierba Artificial,
884239241,Camp Municipal de Riudarenes,Riudarenes,Hierba Natural,
506601976,C. Dep Dani Jarque,Sant Adrià De Besòs,Campo 3 -,
705215510,Ciudad Deportiva Antonio Asensio Campo 5,Palma de Mallorca,Hierba Artificial,
488288395,Campo Municipal Sarriena 1,Leioa,Hierba Artificial,
540967804,Ciudad Deportiva Eibar,Mallabia,Areitio 1 - Hierba Artificial,
789361208,A.D. San Juan,Pamplona,Hierba Artificial,
300416360,Campos de Futbol Betoño,Vitoria-Gasteiz,Campo 1 - Hierba Natural,
149176921,Instalaciones Tajonar A2,Aranguren,Hierba Artificial,
796937616,Mallona 1,Bilbao,Hierba Artificial,
368033975,CDM La Ribera,Logroño,Hierba Artificial,
904272138,Oberena,Pamplona,Hierba Artificial,
816645530,Inst. Dep. de Lezama,Lezama,Campo 3 - Hierba Natural,
414422876,Instalaciones de Zubieta Z4 H.A.,San Sebastián-Donostia,Hierba Artificial,
824813891,Jose Luis Compañon,Vitoria-Gasteiz,Ibaia nº 4 (HA) - Hierba Artificial,
312752432,Instalaciones Deportivas Puio,San Sebastián-Donostia,Hierba Artificial,
297538273,Campo Municipal Ángel Aguado nº 2 HA,Logroño,Hierba Artificial,
606904609,Instalaciones de Tajonar A1,Aranguren,Hierba Artificial,
676892562,Instalaciones de Zubieta Z1,San Sebastián-Donostia,Hierba Natural,
707629106,El Requexón 1,Oviedo,Hierba Natural,
916452775,Campo de Fútbol O Pote,Fene,Hierba Artificial,
595572693,COVADONGA (H.Sintetica),Gijón,Hierba Artificial,
160469034,A Madroa 2 HA,Vigo,Hierba Artificial,
934417822,Campo San Juan de Monte,Santander,Hierba Artificial,
292042991,Rodrigo Garcia Vizoso (GRELA I) -,A Coruña,,
76395902,Campo Municipal De Santa Isabel -,Santiago de Compostela,,
937878792,Campo de Fútbol A Cheda,Lugo,Hierba Artificial,
932591047,Ciudad Deportiva de Abegondo 2 HN,Abegondo,Hierba Natural,
783639795,Mareo 1,Gijón,Hierba Natural,
812197170,Campo Municipal Manuel Jimenez,Vilagarcía De Arousa,Hierba Artificial,
929886320,Manolo Barreiro 2,Pontevedra,Hierba Artificial,
234122946,Campo de Fútbol Municipal de Bezana,Santa Cruz de Bezana,Hierba Artificial,
858173197,Campo de Fútbol de Solares,Medio Cudeyo,Hierba Artificial,
139515312,El Requexón 2,Oviedo,Hierba Natural,
730492464,Ciudad deportiva Campo nº1 Escuela de Fútbol de Mareo,Gijón,Hierba Natural,
243691486,Ciudad Deportiva de Abegondo 1 HN Arsenio Iglesias,Abegondo,Hierba Natural,
607773280,Campo Municipal a Lomba,Vilagarcía De Arousa,Hierba Natural,
684363873,Mareo 4 HN,Gijón,Hierba Natural,
205802799,Ciudad Deportiva de Abegondo 8 HA,Abegondo,El Mundo Del Fútbol - Hierba Artificial,
289663894,MAREO 3 (H.Sintética),Gijón,Hierba Artificial,
828811342,Campo Elviña Grande,A Coruña,Hierba Artificial,
578715325,Estadio Municipal de Barreiro,Vigo,Hierba Natural,
868687225,P.M. La Canaleja,Alcorcón,Polideportivo,
939251329,Municipal Sporting de Hortaleza,Madrid,Hierba Artificial,
729808017,Polideportivo Municipal Ciudad Deportiva Valdelasfuentes,Alcobendas,Hierba Artificial,
113028546,Anexo Estadio Villanovense,Villanueva De La Serena,Hierba Artificial,
11958912,Instalaciones Berio,Elorrio,Hierba Natural,
296723273,Parque Deportivo Ebro 1,Legutio,,
455936075,Instalaciones de Olaranbe,Vitoria-Gasteiz,Hierba Natural,
734419394,Condominguez,Legutio,,
14752389,Ciudad Deportiva UD Logroñés campo 2,Logroño,Hierba Artificial,
17338125,Mallona 2,Bilbao,Hierba Artificial,
17393905,Instalaciones de Zubieta Z7 H.N.,Zubieta,Hierba Natural,
24470368,Gimnastic Parc,Manresa,Hierba Artificial,
36831492,Campo 1 Municipal Santa Ana,Madrid,Hierba Artificial,
37230212,C. Dep. La Cañada,La Canyada,Hierba Artificial,
50107529,Ciudad Deportiva del Real Zaragoza,Cuarte de Huerva,Hierba Natural,
910603970,Campo Municipal Suerte Saavedra,Badajoz,Hierba Artificial,
413429588,Ciudad Deportiva Fernando Santos de la Parra,Getafe,Hierba Artificial,
857480669,Anexos Estadio José Zorrilla,Valladolid,Hierba Natural,
298447434,Instalación Deportiva Butarque,Leganés,Hierba Natural,
721107246,Campo 1 Manuel Sánchez Delgado,Cáceres,Hierba Artificial,
549485910,C.D. de Castañares 3,Burgos,Hierba Artificial,
254902527,Estadio Municipal Reina Sofía,Salamanca,Hierba Natural,
172795881,Polideportivo Municipal Navalcarbón,Las Rozas de Madrid,Hierba Artificial,
580118536,C.Dep. Fundacion Rayo Vallecano,Madrid,Campo 4 - Hierba Artificial,
793496929,Estadio Atletico de Madrid CD Alcala de Henares,Alcalá De Henares,Hierba Natural,
278710615,Anexos E.M. José Zorrilla 3,Valladolid,Hierba Artificial,
943181550,Campo Deportivo Ernesto Cotorruelo,Madrid,Hierba Artificial,
522433847,Campo de Fútbol Municipal Virgen de la Torre,Madrid,Hierba Artificial,
848224361,Campo 3 Manuel Sánchez Delgado,Cáceres,Hierba Artificial,
192027159,Anexo Estadio Municipal Reina Sofia,Salamanca,Hierba Artificial,
902097312,Campos Federativos Eusebio Bejarano Vilaro,Badajoz,Hierba Artificial,
407457717,Estadio Atlético de Madrid CD Majadahonda,Majadahonda,Hierba Natural,
869131864,Ciudad Deportiva Leganés,Leganés,Hierba Artificial,
654940883,Cerro del Espino,Majadahonda,Campo 1 - Hierba Natural,
